Prediction,Category,Category Name,Sensitivity,Specificity,Categorical agreement,ME,VME,N,Resistant
R,ST,ST375-1LV,-,100,100,0,-,1,0
R,ST,ST3767,-,100,100,0,-,1,0
R,ST,ST377,100,0,100,100,0,3,100
R,ST,ST378,100,0,50,100,0,2,50
R,ST,ST38,100,0,92.85714285714286,100,0,14,92.85714285714286
R,ST,ST380,0,100,87.5,0,100,8,12.5
R,ST,ST3801,100,0,100,100,0,1,100
R,ST,ST3805,100,0,100,100,0,7,100
R,ST,ST3806,100,0,100,100,0,2,100
R,ST,ST3807,-,100,100,0,-,1,0
R,ST,ST3811,100,0,100,100,0,2,100
R,ST,ST3815,-,100,100,0,-,1,0
R,ST,ST382,-,100,100,0,-,1,0
R,ST,ST3822,-,100,100,0,-,1,0
R,ST,ST3827,-,100,100,0,-,3,0
R,ST,ST383,100,0,100,100,0,6,100
R,ST,ST3833,-,100,100,0,-,2,0
R,ST,ST384,100,100,100,0,0,4,25
R,ST,ST3849,-,100,100,0,-,1,0
R,ST,ST3858,-,100,100,0,-,1,0
R,ST,ST386,-,100,100,0,-,1,0
R,ST,ST3864,-,100,100,0,-,1,0
R,ST,ST3865,-,100,100,0,-,1,0
R,ST,ST3865-1LV,-,100,100,0,-,2,0
R,ST,ST3865-2LV,-,100,100,0,-,2,0
R,ST,ST3866-1LV,-,100,100,0,-,1,0
R,ST,ST3876,-,100,100,0,-,1,0
R,ST,ST3876-1LV,-,100,100,0,-,1,0
R,ST,ST3878,-,100,100,0,-,1,0
R,ST,ST388,-,100,100,0,-,2,0
R,ST,ST3898,-,100,100,0,-,1,0
R,ST,ST3899,100,100,100,0,0,4,75
R,ST,ST39,95.45454545454545,90.9090909090909,93.18181818181817,9.090909090909092,4.545454545454546,44,50
R,ST,ST39-1LV,-,100,100,0,-,1,0
R,ST,ST391,100,100,100,0,0,13,15.384615384615385
R,ST,ST3919,-,100,100,0,-,1,0
R,ST,ST392,100,0,100,100,0,74,100
R,ST,ST392-1LV,100,0,100,100,0,1,100
R,ST,ST3921,-,100,100,0,-,1,0
R,ST,ST3924,-,85.71428571428571,85.71428571428571,14.285714285714285,-,7,0
R,ST,ST3928-1LV,-,100,100,0,-,1,0
R,ST,ST393,100,0,100,100,0,1,100
R,ST,ST3932-1LV,-,100,100,0,-,1,0
R,ST,ST3937,-,100,100,0,-,4,0
R,ST,ST3938,-,100,100,0,-,2,0
R,ST,ST394,50,100,87.5,0,50,8,25
R,ST,ST394-1LV,100,0,100,100,0,1,100
R,ST,ST3948,-,100,100,0,-,1,0
R,ST,ST395,100,0,96.42857142857143,100,0,84,96.42857142857143
R,ST,ST395-1LV,100,0,100,100,0,1,100
R,ST,ST3951,-,100,100,0,-,1,0
R,ST,ST3953,-,100,100,0,-,2,0
R,ST,ST3955,0,100,0,0,100,1,100
R,ST,ST3964,-,100,100,0,-,1,0
R,ST,ST3967,-,100,100,0,-,1,0
R,ST,ST3968,-,100,100,0,-,1,0
R,ST,ST3969,-,100,100,0,-,1,0
R,ST,ST397,88.88888888888889,100,91.66666666666666,0,11.11111111111111,12,75
R,ST,ST3970,-,100,100,0,-,1,0
R,ST,ST3971,-,100,100,0,-,2,0
R,ST,ST3973,-,100,100,0,-,1,0
R,ST,ST3974,-,100,100,0,-,5,0
R,ST,ST3975,-,100,100,0,-,1,0
R,ST,ST3976,-,100,100,0,-,1,0
R,ST,ST3977,-,100,100,0,-,2,0
R,ST,ST3979,-,100,100,0,-,1,0
R,ST,ST398,-,100,100,0,-,1,0
R,ST,ST3980-1LV,100,100,100,0,0,2,50
R,ST,ST3981,-,100,100,0,-,1,0
R,ST,ST3982,-,100,100,0,-,1,0
R,ST,ST3983,-,100,100,0,-,1,0
R,ST,ST399,-,100,100,0,-,1,0
R,ST,ST3991,-,100,100,0,-,1,0
R,ST,ST4,100,100,100,0,0,6,66.66666666666666
R,ST,ST40,66.66666666666666,100,83.33333333333334,0,33.33333333333333,6,50
R,ST,ST4007,-,100,100,0,-,2,0
R,ST,ST4009,-,100,100,0,-,1,0
R,ST,ST4010,-,100,100,0,-,1,0
R,ST,ST4011,-,100,100,0,-,1,0
R,ST,ST4023,100,0,100,100,0,1,100
R,ST,ST4024,-,100,100,0,-,1,0
R,ST,ST403,100,100,100,0,0,3,33.33333333333333
R,ST,ST4033,-,100,100,0,-,1,0
R,ST,ST4035,-,100,100,0,-,1,0
R,ST,ST4039,-,100,100,0,-,1,0
R,ST,ST404,-,100,100,0,-,1,0
R,ST,ST4043,-,100,100,0,-,1,0
R,ST,ST4043-1LV,-,100,100,0,-,2,0
R,ST,ST4045,-,100,100,0,-,1,0
R,ST,ST405,100,100,100,0,0,27,70.37037037037037
R,ST,ST4066,-,100,100,0,-,2,0
R,ST,ST4067,-,100,100,0,-,1,0
R,ST,ST4069,100,0,100,100,0,1,100
R,ST,ST4070,-,100,100,0,-,1,0
R,ST,ST4071,-,100,100,0,-,2,0
R,ST,ST4073,-,100,100,0,-,2,0
R,ST,ST4074,-,100,100,0,-,3,0
R,ST,ST4075,-,100,100,0,-,1,0
R,ST,ST4076,-,100,100,0,-,1,0
R,ST,ST408,100,0,100,100,0,1,100
R,ST,ST4087,-,100,100,0,-,2,0
R,ST,ST4093,-,100,100,0,-,1,0
R,ST,ST4096,-,100,100,0,-,1,0
R,ST,ST4097,0,100,0,0,100,1,100
R,ST,ST4102,-,100,100,0,-,1,0
R,ST,ST4106,-,100,100,0,-,1,0
R,ST,ST4107,-,100,100,0,-,1,0
R,ST,ST4110,-,100,100,0,-,4,0
R,ST,ST4112,-,100,100,0,-,1,0
R,ST,ST4113,-,0,0,100,-,1,0
R,ST,ST4115,-,100,100,0,-,1,0
R,ST,ST4117-2LV,-,100,100,0,-,1,0
R,ST,ST4118-2LV,-,100,100,0,-,1,0
R,ST,ST412,0,100,85.71428571428571,0,100,14,14.285714285714285
R,ST,ST412-1LV,-,100,100,0,-,1,0
R,ST,ST4126,-,100,100,0,-,1,0
R,ST,ST414,0,100,80,0,100,5,20
R,ST,ST414-2LV,-,100,100,0,-,1,0
R,ST,ST4146,-,100,100,0,-,5,0
R,ST,ST4147,-,100,100,0,-,1,0
R,ST,ST4149,-,100,100,0,-,1,0
R,ST,ST4150,-,100,100,0,-,1,0
R,ST,ST4152,-,100,100,0,-,1,0
R,ST,ST4153,-,100,100,0,-,1,0
R,ST,ST4155,-,100,100,0,-,1,0
R,ST,ST4156,-,100,100,0,-,1,0
R,ST,ST4157,-,100,100,0,-,2,0
R,ST,ST4158,-,100,100,0,-,1,0
R,ST,ST416,0,100,75,0,100,12,25
R,ST,ST4160,-,100,100,0,-,1,0
R,ST,ST4165,-,100,100,0,-,1,0
R,ST,ST4166,-,100,100,0,-,1,0
R,ST,ST4167,-,100,100,0,-,2,0
R,ST,ST4168,-,100,100,0,-,1,0
R,ST,ST4170,-,100,100,0,-,1,0
R,ST,ST4173,-,100,100,0,-,1,0
R,ST,ST4174,-,100,100,0,-,7,0
R,ST,ST4175,-,100,100,0,-,3,0
R,ST,ST4177,-,100,100,0,-,1,0
R,ST,ST4178,-,100,100,0,-,3,0
R,ST,ST4179,-,100,100,0,-,1,0
R,ST,ST418,100,0,100,100,0,2,100
R,ST,ST4180,-,100,100,0,-,1,0
R,ST,ST4181,-,100,100,0,-,1,0
R,ST,ST4181-1LV,-,100,100,0,-,1,0
R,ST,ST4182,-,100,100,0,-,1,0
R,ST,ST4183,-,100,100,0,-,1,0
R,ST,ST4184,-,100,100,0,-,1,0
R,ST,ST4185,-,100,100,0,-,1,0
R,ST,ST4186,-,100,100,0,-,1,0
R,ST,ST4190,-,100,100,0,-,1,0
R,ST,ST4191,-,100,100,0,-,1,0
R,ST,ST4192,-,100,100,0,-,1,0
R,ST,ST4193,-,100,100,0,-,1,0
R,ST,ST4194,-,100,100,0,-,1,0
R,ST,ST4194-1LV,-,100,100,0,-,1,0
R,ST,ST4195,-,100,100,0,-,1,0
R,ST,ST4196,-,100,100,0,-,1,0
R,ST,ST4197,-,100,100,0,-,1,0
R,ST,ST4198,-,100,100,0,-,2,0
R,ST,ST4199,-,100,100,0,-,3,0
R,ST,ST42,91.66666666666666,100,94.44444444444444,0,8.333333333333332,18,66.66666666666666
R,ST,ST42-1LV,100,100,100,0,0,3,66.66666666666666
R,ST,ST42-2LV,-,100,100,0,-,1,0
R,ST,ST420,50,100,85.71428571428571,0,50,7,28.57142857142857
R,ST,ST4200,-,100,100,0,-,1,0
R,ST,ST4202,-,100,100,0,-,1,0
R,ST,ST4207,-,100,100,0,-,1,0
R,ST,ST4208,-,100,100,0,-,1,0
R,ST,ST4210,-,100,100,0,-,1,0
R,ST,ST4212,-,100,100,0,-,1,0
R,ST,ST4213,-,100,100,0,-,1,0
R,ST,ST4215,-,100,100,0,-,1,0
R,ST,ST4216,-,100,100,0,-,1,0
R,ST,ST4219,-,100,100,0,-,1,0
R,ST,ST422,-,100,100,0,-,1,0
R,ST,ST4220,-,100,100,0,-,1,0
R,ST,ST4221,-,100,100,0,-,1,0
R,ST,ST4222,-,100,100,0,-,1,0
R,ST,ST4223,-,100,100,0,-,2,0
R,ST,ST4227,-,100,100,0,-,1,0
R,ST,ST423,100,100,100,0,0,7,14.285714285714285
R,ST,ST423-1LV,-,100,100,0,-,1,0
R,ST,ST4232,-,100,100,0,-,1,0
R,ST,ST4235,-,100,100,0,-,1,0
R,ST,ST4236,-,100,100,0,-,1,0
R,ST,ST4237,-,100,100,0,-,1,0
R,ST,ST4239,-,100,100,0,-,1,0
R,ST,ST4240,-,0,0,100,-,2,0
R,ST,ST4242,-,100,100,0,-,2,0
R,ST,ST4244,-,100,100,0,-,1,0
R,ST,ST4246,-,100,100,0,-,1,0
R,ST,ST4247,-,100,100,0,-,1,0
R,ST,ST4248,-,100,100,0,-,3,0
R,ST,ST4253,100,100,100,0,0,5,20
R,ST,ST4255,-,100,100,0,-,4,0
R,ST,ST4256,-,100,100,0,-,1,0
R,ST,ST4259,-,100,100,0,-,2,0
R,ST,ST4260,-,100,100,0,-,1,0
R,ST,ST4262,100,100,100,0,0,5,80
R,ST,ST4264,-,100,100,0,-,1,0
R,ST,ST4265,-,100,100,0,-,1,0
R,ST,ST4266,-,100,100,0,-,1,0
R,ST,ST4267,-,100,100,0,-,3,0
R,ST,ST4268,100,0,50,100,0,2,50
R,ST,ST427,-,100,100,0,-,2,0
R,ST,ST4270,-,100,100,0,-,1,0
R,ST,ST4272,-,100,100,0,-,1,0
R,ST,ST4273,-,100,100,0,-,1,0
R,ST,ST4274,-,100,100,0,-,1,0
R,ST,ST4275,-,100,100,0,-,1,0
R,ST,ST4276,-,100,100,0,-,1,0
R,ST,ST4278,-,100,100,0,-,1,0
R,ST,ST4280,-,100,100,0,-,1,0
R,ST,ST4282,-,100,100,0,-,1,0
R,ST,ST4283,-,100,100,0,-,1,0
R,ST,ST4284,-,100,100,0,-,1,0
R,ST,ST4285,-,100,100,0,-,1,0
R,ST,ST4286,-,100,100,0,-,1,0
R,ST,ST4287,-,100,100,0,-,1,0
R,ST,ST4288,-,100,100,0,-,1,0
R,ST,ST429,100,100,100,0,0,5,40
R,ST,ST4290,-,100,100,0,-,1,0
R,ST,ST4291,-,100,100,0,-,3,0
R,ST,ST4292,-,100,100,0,-,1,0
R,ST,ST4294,-,100,100,0,-,1,0
R,ST,ST4295,-,100,100,0,-,3,0
R,ST,ST4296,-,100,100,0,-,1,0
R,ST,ST4297,-,100,100,0,-,1,0
R,ST,ST4299,-,100,100,0,-,1,0
R,ST,ST43,100,85.71428571428571,91.66666666666666,14.285714285714285,0,12,41.66666666666667
R,ST,ST4300,-,100,100,0,-,2,0
R,ST,ST4301,-,100,100,0,-,1,0
R,ST,ST4301-3LV,-,100,100,0,-,1,0
R,ST,ST4302,-,100,100,0,-,1,0
R,ST,ST4303,-,100,100,0,-,1,0
R,ST,ST4304,-,100,100,0,-,1,0
R,ST,ST4306,-,100,100,0,-,1,0
R,ST,ST4307,-,100,100,0,-,1,0
R,ST,ST4308,-,100,100,0,-,1,0
R,ST,ST4309,-,100,100,0,-,1,0
R,ST,ST4310,-,100,100,0,-,1,0
R,ST,ST4311,-,100,100,0,-,1,0
R,ST,ST4312,-,100,100,0,-,2,0
R,ST,ST4313,-,100,100,0,-,3,0
R,ST,ST4314,-,100,100,0,-,2,0
R,ST,ST4315,-,100,100,0,-,1,0
R,ST,ST4316,-,100,100,0,-,1,0
R,ST,ST4317,-,100,100,0,-,1,0
R,ST,ST4318,-,100,100,0,-,1,0
R,ST,ST432,-,100,100,0,-,10,0
R,ST,ST4321,-,100,100,0,-,1,0
R,ST,ST4322,-,100,100,0,-,1,0
R,ST,ST4323,-,100,100,0,-,1,0
R,ST,ST4324-3LV,-,100,100,0,-,1,0
R,ST,ST4326,-,100,100,0,-,1,0
R,ST,ST4329,-,100,100,0,-,1,0
R,ST,ST433,-,100,100,0,-,2,0
R,ST,ST4330,-,100,100,0,-,1,0
R,ST,ST4331,-,100,100,0,-,1,0
R,ST,ST4332,-,100,100,0,-,1,0
R,ST,ST4335,100,0,100,100,0,1,100
R,ST,ST4336,-,100,100,0,-,3,0
R,ST,ST4337,-,100,100,0,-,1,0
R,ST,ST4339,-,100,100,0,-,1,0
R,ST,ST4341,-,100,100,0,-,1,0
R,ST,ST4342,-,100,100,0,-,1,0
R,ST,ST4343,-,100,100,0,-,7,0
R,ST,ST4344,-,100,100,0,-,1,0
R,ST,ST4345,-,100,100,0,-,5,0
R,ST,ST4346,-,100,100,0,-,1,0
R,ST,ST4347,-,100,100,0,-,1,0
R,ST,ST4349,-,100,100,0,-,1,0
R,ST,ST4351,-,100,100,0,-,1,0
R,ST,ST4352,-,100,100,0,-,1,0
R,ST,ST4353,-,100,100,0,-,1,0
R,ST,ST4355,-,100,100,0,-,1,0
R,ST,ST4356,-,100,100,0,-,5,0
R,ST,ST4357,-,100,100,0,-,1,0
R,ST,ST4358,-,100,100,0,-,4,0
R,ST,ST436,-,100,100,0,-,1,0
R,ST,ST4360,-,100,100,0,-,1,0
R,ST,ST4361,-,100,100,0,-,1,0
R,ST,ST4364,-,100,100,0,-,2,0
R,ST,ST4365,-,100,100,0,-,2,0
R,ST,ST4366,-,100,100,0,-,2,0
R,ST,ST4366-1LV,-,100,100,0,-,1,0
R,ST,ST4367,-,100,100,0,-,1,0
R,ST,ST4369,-,100,100,0,-,1,0
R,ST,ST437,100,0,97.72727272727273,100,0,44,97.72727272727273
R,ST,ST4373,-,100,100,0,-,1,0
R,ST,ST4374,-,100,100,0,-,1,0
R,ST,ST4375,-,100,100,0,-,1,0
R,ST,ST4376,-,100,100,0,-,1,0
R,ST,ST4377,-,100,100,0,-,1,0
R,ST,ST4379,-,100,100,0,-,1,0
R,ST,ST4380,-,100,100,0,-,1,0
R,ST,ST4381,-,100,100,0,-,3,0
R,ST,ST4382,-,100,100,0,-,1,0
R,ST,ST4384,-,100,100,0,-,1,0
R,ST,ST4386,-,100,100,0,-,2,0
R,ST,ST4387,-,100,100,0,-,1,0
R,ST,ST4388,-,100,100,0,-,1,0
R,ST,ST4390,-,100,100,0,-,1,0
R,ST,ST4391,-,0,0,100,-,1,0
R,ST,ST4394,-,100,100,0,-,1,0
R,ST,ST4396,-,100,100,0,-,1,0
R,ST,ST4397,-,100,100,0,-,1,0
R,ST,ST4399,-,100,100,0,-,1,0
R,ST,ST44,-,100,100,0,-,3,0
R,ST,ST4403,-,100,100,0,-,1,0
R,ST,ST4408,-,100,100,0,-,1,0
R,ST,ST441,100,100,100,0,0,13,23.076923076923077
R,ST,ST441-1LV,100,0,100,100,0,1,100
R,ST,ST4410,100,0,100,100,0,1,100
R,ST,ST4411,-,100,100,0,-,1,0
R,ST,ST442,100,100,100,0,0,8,75
R,ST,ST442-1LV,-,100,100,0,-,1,0
R,ST,ST4427,100,100,100,0,0,3,33.33333333333333
R,ST,ST443,-,100,100,0,-,2,0
R,ST,ST4434,-,100,100,0,-,1,0
R,ST,ST4435,-,100,100,0,-,1,0
R,ST,ST4439,-,100,100,0,-,1,0
R,ST,ST4442,-,100,100,0,-,2,0
R,ST,ST4448-1LV,-,100,100,0,-,1,0
R,ST,ST4459,-,100,100,0,-,1,0
R,ST,ST446-3LV,100,0,100,100,0,1,100
R,ST,ST448,0,100,0,0,100,1,100
R,ST,ST449,-,71.42857142857143,71.42857142857143,28.57142857142857,-,7,0
R,ST,ST45,81.70731707317073,93.75,89.38053097345133,6.25,18.29268292682927,226,36.283185840707965
R,ST,ST45-1LV,100,100,100,0,0,2,50
R,ST,ST4503,100,0,100,100,0,1,100
R,ST,ST4513,-,0,0,100,-,1,0
R,ST,ST4527,-,100,100,0,-,1,0
R,ST,ST454,100,100,100,0,0,9,22.22222222222222
R,ST,ST454-1LV,-,100,100,0,-,1,0
R,ST,ST4551,-,100,100,0,-,1,0
R,ST,ST4553,-,100,100,0,-,2,0
R,ST,ST4555-1LV,-,100,100,0,-,1,0
R,ST,ST4558,-,100,100,0,-,6,0
R,ST,ST4567,-,100,100,0,-,2,0
R,ST,ST458,-,100,100,0,-,7,0
R,ST,ST4583,-,100,100,0,-,1,0
R,ST,ST4584,-,100,100,0,-,2,0
R,ST,ST4585,-,100,100,0,-,2,0
R,ST,ST4586,-,100,100,0,-,1,0
R,ST,ST4587,-,100,100,0,-,2,0
R,ST,ST4588,-,100,100,0,-,1,0
R,ST,ST4589,-,100,100,0,-,1,0
R,ST,ST459,0,100,0,0,100,1,100
R,ST,ST4590,-,100,100,0,-,1,0
R,ST,ST4591,-,100,100,0,-,2,0
R,ST,ST4592,-,100,100,0,-,1,0
R,ST,ST4593,-,100,100,0,-,1,0
R,ST,ST4594,-,100,100,0,-,1,0
R,ST,ST4595,-,100,100,0,-,2,0
R,ST,ST4595-2LV,-,100,100,0,-,1,0
R,ST,ST4596,-,100,100,0,-,1,0
R,ST,ST4597,-,100,100,0,-,1,0
R,ST,ST4598,-,100,100,0,-,2,0
R,ST,ST4599,-,100,100,0,-,1,0
R,ST,ST46,100,100,100,0,0,12,8.333333333333332
R,ST,ST460,-,100,100,0,-,1,0
R,ST,ST460-3LV,-,100,100,0,-,1,0
R,ST,ST4600,-,100,100,0,-,1,0
R,ST,ST4601,-,100,100,0,-,1,0
R,ST,ST4603,-,100,100,0,-,1,0
R,ST,ST4604,-,100,100,0,-,1,0
R,ST,ST4605,-,100,100,0,-,3,0
R,ST,ST4606,-,100,100,0,-,1,0
R,ST,ST4607,-,100,100,0,-,2,0
R,ST,ST4608,-,100,100,0,-,1,0
R,ST,ST4609,-,100,100,0,-,1,0
R,ST,ST461,100,100,100,0,0,39,2.564102564102564
R,ST,ST4610,-,100,100,0,-,2,0
R,ST,ST4611,-,100,100,0,-,1,0
R,ST,ST4612,-,100,100,0,-,1,0
R,ST,ST4612-1LV,-,100,100,0,-,1,0
R,ST,ST4613,-,100,100,0,-,1,0
R,ST,ST4614,-,100,100,0,-,1,0
R,ST,ST4615,-,100,100,0,-,3,0
R,ST,ST4616,-,100,100,0,-,1,0
R,ST,ST4617,-,100,100,0,-,1,0
R,ST,ST4618,-,100,100,0,-,2,0
R,ST,ST4619,-,100,100,0,-,1,0
R,ST,ST462,100,100,100,0,0,8,87.5
R,ST,ST4620,-,100,100,0,-,1,0
R,ST,ST4620-2LV,-,100,100,0,-,1,0
R,ST,ST4621,-,100,100,0,-,1,0
R,ST,ST4622,-,100,100,0,-,1,0
R,ST,ST4623,-,100,100,0,-,1,0
R,ST,ST4624,-,100,100,0,-,1,0
R,ST,ST4625,-,100,100,0,-,1,0
R,ST,ST4626,-,100,100,0,-,1,0
R,ST,ST4627,-,100,100,0,-,2,0
R,ST,ST4628,-,100,100,0,-,1,0
R,ST,ST4629,-,100,100,0,-,1,0
R,ST,ST463,-,100,100,0,-,6,0
R,ST,ST4630,-,100,100,0,-,1,0
R,ST,ST4631,-,100,100,0,-,1,0
R,ST,ST4632,-,100,100,0,-,1,0
R,ST,ST4633,-,100,100,0,-,1,0
R,ST,ST4634,-,0,0,100,-,1,0
R,ST,ST4635,-,100,100,0,-,1,0
R,ST,ST4636,-,100,100,0,-,1,0
R,ST,ST4637,-,100,100,0,-,1,0
R,ST,ST4638,-,100,100,0,-,1,0
R,ST,ST4639,-,100,100,0,-,1,0
R,ST,ST464,100,66.66666666666666,90,33.33333333333333,0,10,70
R,ST,ST464-1LV,100,0,100,100,0,1,100
R,ST,ST4640,-,100,100,0,-,1,0
R,ST,ST4641,-,100,100,0,-,1,0
R,ST,ST4642,-,100,100,0,-,2,0
R,ST,ST4643,-,100,100,0,-,1,0
R,ST,ST4644,-,100,100,0,-,1,0
R,ST,ST4645,-,100,100,0,-,1,0
R,ST,ST4646,-,100,100,0,-,1,0
R,ST,ST4647,-,100,100,0,-,1,0
R,ST,ST4648,-,100,100,0,-,1,0
R,ST,ST4649,-,100,100,0,-,1,0
R,ST,ST465,-,100,100,0,-,3,0
R,ST,ST4650,-,100,100,0,-,1,0
R,ST,ST4651,-,100,100,0,-,1,0
R,ST,ST4652,-,100,100,0,-,5,0
R,ST,ST4653,-,100,100,0,-,1,0
R,ST,ST4654,-,100,100,0,-,1,0
R,ST,ST4655,-,100,100,0,-,1,0
R,ST,ST4656,-,100,100,0,-,1,0
R,ST,ST4657,-,100,100,0,-,2,0
R,ST,ST4658,-,100,100,0,-,1,0
R,ST,ST4659,-,100,100,0,-,1,0
R,ST,ST466,-,100,100,0,-,4,0
R,ST,ST4660,-,100,100,0,-,1,0
R,ST,ST4661,-,100,100,0,-,1,0
R,ST,ST4662,-,100,100,0,-,1,0
R,ST,ST4663,-,100,100,0,-,1,0
R,ST,ST4664,-,100,100,0,-,1,0
R,ST,ST4665,-,100,100,0,-,3,0
R,ST,ST4666,-,100,100,0,-,1,0
R,ST,ST4667,-,100,100,0,-,1,0
R,ST,ST4668,-,100,100,0,-,1,0
R,ST,ST4669,-,100,100,0,-,1,0
R,ST,ST467,-,100,100,0,-,1,0
R,ST,ST467-1LV,-,100,100,0,-,1,0
R,ST,ST467-3LV,-,100,100,0,-,1,0
R,ST,ST4670,-,100,100,0,-,2,0
R,ST,ST4675,-,100,100,0,-,1,0
R,ST,ST4680,-,100,100,0,-,1,0
R,ST,ST4683,-,0,0,100,-,1,0
R,ST,ST469,9.090909090909092,100,37.5,0,90.9090909090909,16,68.75
R,ST,ST4704,-,100,100,0,-,1,0
R,ST,ST4705,-,100,100,0,-,1,0
R,ST,ST4706,-,100,100,0,-,1,0
R,ST,ST4707,-,100,100,0,-,1,0
R,ST,ST4708,-,100,100,0,-,1,0
R,ST,ST4709,-,100,100,0,-,2,0
R,ST,ST471,100,0,100,100,0,2,100
R,ST,ST4710,-,100,100,0,-,18,0
R,ST,ST4712,-,100,100,0,-,1,0
R,ST,ST4713,-,100,100,0,-,2,0
R,ST,ST4714,-,100,100,0,-,1,0
R,ST,ST4715,-,100,100,0,-,3,0
R,ST,ST4716,-,100,100,0,-,1,0
R,ST,ST4717,-,100,100,0,-,2,0
R,ST,ST4718,-,100,100,0,-,1,0
R,ST,ST4719,-,100,100,0,-,6,0
R,ST,ST4720,-,100,100,0,-,1,0
R,ST,ST4721,-,100,100,0,-,3,0
R,ST,ST4722,-,100,100,0,-,4,0
R,ST,ST4723,-,100,100,0,-,1,0
R,ST,ST4724,-,100,100,0,-,1,0
R,ST,ST4725,-,100,100,0,-,2,0
R,ST,ST4726,-,100,100,0,-,4,0
R,ST,ST4727,-,100,100,0,-,1,0
R,ST,ST4728,-,100,100,0,-,3,0
R,ST,ST4729,-,100,100,0,-,2,0
R,ST,ST4730,-,100,100,0,-,2,0
R,ST,ST4731,-,100,100,0,-,2,0
R,ST,ST474,-,100,100,0,-,3,0
R,ST,ST4742,-,100,100,0,-,1,0
R,ST,ST4748,100,0,100,100,0,3,100
R,ST,ST475,-,100,100,0,-,2,0
R,ST,ST4756,-,100,100,0,-,2,0
R,ST,ST476,100,0,100,100,0,2,100
R,ST,ST4760,100,0,100,100,0,2,100
R,ST,ST4761,100,0,100,100,0,1,100
R,ST,ST477,100,100,100,0,0,4,75
R,ST,ST4770,100,0,100,100,0,1,100
R,ST,ST4774-3LV,-,100,100,0,-,1,0
R,ST,ST479,-,100,100,0,-,1,0
R,ST,ST48,86.04651162790698,83.33333333333334,85.45454545454545,16.666666666666664,13.953488372093023,55,78.18181818181819
R,ST,ST480,-,100,100,0,-,2,0
R,ST,ST480-2LV,-,100,100,0,-,11,0
R,ST,ST4805,-,0,0,100,-,1,0
R,ST,ST4808,0,100,0,0,100,1,100
R,ST,ST4817,-,100,100,0,-,1,0
R,ST,ST4822,100,0,100,100,0,1,100
R,ST,ST4828,-,100,100,0,-,1,0
R,ST,ST483,-,100,100,0,-,2,0
R,ST,ST4839,100,0,100,100,0,1,100
R,ST,ST484,-,0,0,100,-,1,0
R,ST,ST4840,-,100,100,0,-,1,0
R,ST,ST4841,100,0,100,100,0,2,100
R,ST,ST4843,100,0,100,100,0,3,100
R,ST,ST4849,-,100,100,0,-,1,0
R,ST,ST485,83.33333333333334,96.66666666666667,94.44444444444444,3.3333333333333335,16.666666666666664,36,16.666666666666664
R,ST,ST485-1LV,-,100,100,0,-,3,0
R,ST,ST4851,100,0,100,100,0,2,100
R,ST,ST4853,100,0,100,100,0,1,100
R,ST,ST4857,-,100,100,0,-,1,0
R,ST,ST4859,-,100,100,0,-,2,0
R,ST,ST4860,-,100,100,0,-,2,0
R,ST,ST4864,-,100,100,0,-,1,0
R,ST,ST4866,-,100,100,0,-,2,0
R,ST,ST4872,-,100,100,0,-,1,0
R,ST,ST4879,-,100,100,0,-,1,0
R,ST,ST4880,-,100,100,0,-,1,0
R,ST,ST4888,-,100,100,0,-,1,0
R,ST,ST489,-,100,100,0,-,1,0
R,ST,ST4895,-,100,100,0,-,1,0
R,ST,ST49,100,100,100,0,0,8,50
R,ST,ST490,75,33.33333333333333,42.10526315789473,66.66666666666666,25,19,21.052631578947366
R,ST,ST4907-1LV,-,100,100,0,-,1,0
R,ST,ST491,0,100,90,0,100,10,10
R,ST,ST4910,0,100,50,0,100,2,50
R,ST,ST492,100,100,100,0,0,8,87.5
R,ST,ST4922,-,100,100,0,-,1,0
R,ST,ST494,-,100,100,0,-,1,0
R,ST,ST4948,100,0,100,100,0,1,100
R,ST,ST496,0,100,83.33333333333334,0,100,6,16.666666666666664
R,ST,ST496-1LV,-,100,100,0,-,1,0
R,ST,ST497,100,0,100,100,0,1,100
R,ST,ST497-1LV,-,100,100,0,-,1,0
R,ST,ST4987,100,0,100,100,0,1,100
R,ST,ST499,-,100,100,0,-,1,0
R,ST,ST4990,0,100,0,0,100,1,100
R,ST,ST4999,-,100,100,0,-,2,0
R,ST,ST5,100,100,100,0,0,2,50
R,ST,ST500,100,100,100,0,0,3,33.33333333333333
R,ST,ST5009,-,100,100,0,-,3,0
R,ST,ST5010,-,100,100,0,-,2,0
R,ST,ST502,100,100,100,0,0,11,36.36363636363637
R,ST,ST5022,100,0,100,100,0,1,100
R,ST,ST5023,100,0,100,100,0,3,100
R,ST,ST504,-,100,100,0,-,1,0
R,ST,ST505,-,100,100,0,-,2,0
R,ST,ST5056,-,100,100,0,-,1,0
R,ST,ST5057,-,100,100,0,-,1,0
R,ST,ST5065,-,100,100,0,-,1,0
